type,doi,title,journal,year
nonOA(需VPN),10.1016/j.eswa.2026.133240,Obfuscation-resilient malware classification via spatial perception and multi-gr,,
nonOA(需VPN),10.1016/j.eswa.2026.133296,SpatialSyn: A synergistic graph framework for spatial domain identification in m,,
nonOA(需VPN),10.1016/j.eswa.2026.133325,Physics-informed adaptive multi-head attention LSTM for shape prediction of vari,,
nonOA(需VPN),10.1016/j.eswa.2026.133340,Epidemiologically-constrained severity modeling for plant disease detection via,,
nonOA(需VPN),10.1016/j.eswa.2026.133589,LP-MBTI : A 24-latent Perceiver core for memory-light multi-post personality,,
nonOA(需VPN),10.1016/j.eswa.2026.133725,Spatial transcriptomics clustering via dynamic feature neighborhood reconstructi,,
nonOA(需VPN),10.1016/j.eswa.2026.133738,A joint modeling method for multi-point deformation monitoring to mitigate spati,,
nonOA(需VPN),10.1016/j.eswa.2026.133796,SMGC: Spatial multi-omics analysis with granular-ball contrastive learning frame,,
nonOA(需VPN),10.1016/j.eswa.2026.133827,TuckerHKN: multi-source hypergraph-guided Tucker co-learning for unraveling high,,
nonOA(需VPN),10.1016/j.exer.2026.111089,Regulation of lens epithelial cell senescence by cyclic mechanical stretch: Mult,,
nonOA(需VPN),10.1016/j.fm.2026.105136,Microbial factories for lipid: Engineering synthetic routes and regulatory netwo,,
nonOA(需VPN),10.1016/j.fm.2026.105265,Cereulide on adjacent meat: toxin transfer or de novo production?,,
nonOA(需VPN),10.1016/j.foodcont.2026.112382,Use of morphological and chemical features from near infrared-hyperspectral imag,,
nonOA(需VPN),10.1016/j.foodcont.2026.112387,Multi-residue pesticide contamination in marketed rice and recommended mitigatio,,
nonOA(需VPN),10.1016/j.foodcont.2026.112515,Recent advances in molecularly imprinted polymer-based sensors for porcine prote,,
nonOA(需VPN),10.1016/j.foodhyd.2026.112786,Emerging strategies for plant protein modification to improve their foam formati,,
nonOA(需VPN),10.1016/j.foodhyd.2026.113044,Mechanistic modulation of macromolecular interactions in ultrasound-potentiated,,
nonOA(需VPN),10.1016/j.foodhyd.2026.113146,Molecular dynamics insights into the interaction mechanism between starch with t,,
nonOA(需VPN),10.1016/j.foodhyd.2026.113148,Construction of a plant-based egg analogue via a multicomponent emulsion-gel str,,
nonOA(需VPN),10.1016/j.foodhyd.2026.113170,Structural reorganization of Maillard-induced peanut protein isolate-gallic acid,,
nonOA(需VPN),10.1016/j.foodhyd.2026.113188,Concentration-dependent interfacial co-assembly of chitosan/whey protein isolate,,
nonOA(需VPN),10.1016/j.foodhyd.2026.113240,Solid-state stabilized sage essential oil liposomes in tamarind gum beads: dual,,
nonOA(需VPN),10.1016/j.foodhyd.2026.113256,Structural differences of starch-proteolyzed peptide complexes dictate in vitro,,
nonOA(需VPN),10.1016/j.foodhyd.2026.113257,Mitigation of guar gum with different viscosities on rosmarinic acid-induced gel,,
nonOA(需VPN),10.1016/j.foodhyd.2026.113266,Concentration-dependent ternary interaction of wheat starch-arabinoxylan-ferulic,,
nonOA(需VPN),10.1016/j.foodhyd.2026.113274,Cryoprotective effect of fermented glutinous rice wine filtrate on the pre-ferme,,
nonOA(需VPN),10.1016/j.freeradbiomed.2026.05.328,Spatial multi-omics reveals region-specific redox dysregulation in chronic arist,,
nonOA(需VPN),10.1016/j.fsigen.2026.103544,COSA: A consolidated methylation-based prediction panel for body fluid/tissue of,,
nonOA(需VPN),10.1016/j.fsigen.2026.103545,Targeting ultrashort fragments: Development and validation of a 44-InDel panel f,,
nonOA(需VPN),10.1016/j.fsigen.2026.103547,Evaluation of AutoMate and EZ2 extraction methods with surface cleaning pretreat,,
nonOA(需VPN),10.1016/j.fsigen.2026.103549,Transferring a microhaplotype-specific probabilistic genotyping model from targe,,
nonOA(需VPN),10.1016/j.fsigen.2026.103560,Evidentiary evaluation of complex low-template DNA mixtures using high-efficienc,,
nonOA(需VPN),10.1016/j.fsigen.2026.103561,Inheritance patterns of mitochondrial DNA in multi-generational maternal pedigre,,
nonOA(需VPN),10.1016/j.fsigen.2026.103566,A rare and atypical case of long-distance indirect DNA transfer: Contamination f,,
nonOA(需VPN),10.1016/j.fsigen.2026.103599,Influence of physiological activation on Touch DNA deposition and STR profile qu,,
nonOA(需VPN),10.1016/j.fuel.2026.139435,Enhanced hydrocarbons generation of cyclic catalytic pyrolysis of acid-washed sw,,
nonOA(需VPN),10.1016/j.fuel.2026.139468,Highly dispersed Ni-Mo encapsulated in hollow mesoporous ZSM-5 as an efficient c,,
nonOA(需VPN),10.1016/j.fuel.2026.139538,Tunable production of drop-in biofuels via atmospheric-pressure hydrodeoxygenati,,
nonOA(需VPN),10.1016/j.fuel.2026.139628,Thermodynamic evaluation of an oxy-fuel combustion power plant integrated with L,,
nonOA(需VPN),10.1016/j.fuel.2026.139647,Dual single-atom catalysts modulating g-C3N4/TiO2-X S-scheme heterojunctions for,,
nonOA(需VPN),10.1016/j.fuel.2026.139682,Revealing spatial distribution characteristics of current density and voltage un,,
nonOA(需VPN),10.1016/j.fuel.2026.139727,Evaluation of effect of Mo concentration on stability for solid oxide fuel cell,,
nonOA(需VPN),10.1016/j.fuel.2026.139730,Rational integration of heteroatoms/amino functionalization and catalytic site r,,
nonOA(需VPN),10.1016/j.fuel.2026.139731,Boosting the electrochemical performance of micro-tubular solid oxide fuel cell,,
nonOA(需VPN),10.1016/j.fuel.2026.139747,Microstructural evolution of coal under acid and alkali erosion,,
nonOA(需VPN),10.1016/j.fuel.2026.139766,Revealing metal–acid balance of Pt/ZSM-48 catalyst on n-heptane hydroisomerizati,,
nonOA(需VPN),10.1016/j.fuel.2026.139776,"Cooperative role of Brønsted acid Sites, Fe3+, and [Fe2(μ-O)2] Oligomers in Fe/Z",,
nonOA(需VPN),10.1016/j.fuel.2026.139793,A parametric numerical study on balancing CO2-to-CO conversion and thermal stres,,
nonOA(需VPN),10.1016/j.fuel.2026.139806,Design and optimization of the flow field in a proton exchange membrane electrol,,
nonOA(需VPN),10.1016/j.fuel.2026.139872,Experimental research on the performance enhancement of proton exchange membrane,,
nonOA(需VPN),10.1016/j.fuel.2026.139878,Tailored design of citric acid-modified NiMoS/Al2O3 catalysts for premium upgrad,,
nonOA(需VPN),10.1016/j.fuel.2026.139932,Beyond stepwise pathways: electronic origin and HOMO-LUMO gap descriptor for con,,
nonOA(需VPN),10.1016/j.fuel.2026.139937,Roles of minerals and humic acid in lignite drying,,
nonOA(需VPN),10.1016/j.fuel.2026.139938,Enhancing Tetralin Selectivity via Spatially Confined Phosphidation of MoP/Al2O3,,
nonOA(需VPN),10.1016/j.fuel.2026.139984,Gas seepage in briquetted and raw coal under high Stress: Decoupling effective S,,
nonOA(需VPN),10.1016/j.fuel.2026.140027,Oxygen-containing groups in Ni@C-N2 enable catalytic hydrogenation of oleic acid,,
nonOA(需VPN),10.1016/j.fuel.2026.140086,Full-lifecycle numerical simulation of CO2 storage with enhanced gas recovery in,,
nonOA(需VPN),10.1016/j.fuel.2026.140130,Ascorbic acid-assisted reduction for oxygen vacancy-rich ferric molybdate enhanc,,
nonOA(需VPN),10.1016/j.fuel.2026.140164,Phase stability and spray behaviour of oleic acid-assisted ethanol-diesel blends,,
nonOA(需VPN),10.1016/j.fuel.2026.140186,Deep oxidative desulfurization in a continuous-flow fixed-bed system over acid-r,,
nonOA(需VPN),10.1016/j.fuel.2026.140188,A CO2-responsive organic acid system for selective profile control in high-tempe,,
nonOA(需VPN),10.1016/j.fuel.2026.140190,Architecture-dependent spillover effects in Cu/Zn–SAPO-34 catalysts for direct C,,
nonOA(需VPN),10.1016/j.fuel.2026.140218,BaNb2O6-modified Ce0.8Sm0.2O1.9 composite electrolytes for enhanced low-temperat,,
nonOA(需VPN),10.1016/j.fuel.2026.140231,Synergistic enhancement mechanism of coal wetting and dissolution induced by sur,,
nonOA(需VPN),10.1016/j.fuel.2026.140255,High-quality syngas from rice husks and LDPE using microwave-assisted co-gasific,,
nonOA(需VPN),10.1016/j.fuel.2026.140276,Techno-Economic Analysis of a Renewable Energy-Driven Industrial Complex for Nit,,
nonOA(需VPN),10.1016/j.fuel.2026.140278,"Di-, Tri- and Tetra-carboxylic acid facilitated nickel-based organic frameworks-",,
nonOA(需VPN),10.1016/j.fuel.2026.140284,The effect of interaction between Lewis and Brönsted acid sites on the tandem tr,,
nonOA(需VPN),10.1016/j.fuel.2026.140302,Anchoring site rich mesoporous alumina-supported Pt catalysts for hydrotreatment,,
nonOA(需VPN),10.1016/j.fuel.2026.140325,Modelling the chemical entropy and exergy balance during single-step chemical re,,
nonOA(需VPN),10.1016/j.fuel.2026.140402,Exergy performance and System-Level evaluation of cooling Topologies for Multi-S,,
nonOA(需VPN),10.1016/j.fuel.2026.140454,Fabrication of ZSM-5@Sn-MFI core-shell zeolite to improve light olefins producti,,
nonOA(需VPN),10.1016/j.fuel.2026.140493,Positively charged Pd species anchored on defect-rich N-doped carbon nanosheets:,,
nonOA(需VPN),10.1016/j.fuel.2026.140498,Effect of methylation of lignin phenolic hydroxyl groups on the formation of pyr,,
nonOA(需VPN),10.1016/j.fuel.2026.140587,Cleaner production of microalgal lipids via random mutagenesis: enhanced lipid p,,
nonOA(需VPN),10.1016/j.fuel.2026.140634,Intrinsic acid-base pairing enables fully aromatic polyamide membranes for robus,,
nonOA(需VPN),10.1016/j.fuel.2026.140662,Enhanced hydrogenation of 5-hydroxymethylfurfural over Cu/CoCeOx-CA via synergis,,
nonOA(需VPN),10.1016/j.fuel.2026.140673,Catalytic upgrading of bio-oil from microwave-assisted catalytic pyrolysis of se,,
nonOA(需VPN),10.1016/j.fuel.2026.140702,The performance of directional formic acid decomposition via light-driven novel,,
nonOA(需VPN),10.1016/j.fuel.2026.140724,One-pot conversion of acidic palm oil into biodiesel over a magnetically recover,,
nonOA(需VPN),10.1016/j.fuel.2026.140756,Thermal stress fragmentation mechanism and particle size evolution of pulverized,,
nonOA(需VPN),10.1016/j.fuel.2026.140846,Spatial distribution patterns and thermo-responsive mechanisms of multi-configur,,
nonOA(需VPN),10.1016/j.fuel.2026.140880,Factors affecting real-world ammonia emissions formation from light-duty gasolin,,
nonOA(需VPN),10.1016/j.fuel.2026.140907,Integration of multi objective optimization and exergy analysis for a direct red,,
nonOA(需VPN),10.1016/j.fuel.2026.140960,Comparative life cycle and techno-economic assessment of waste-to-energy plant w,,
nonOA(需VPN),10.1016/j.fuel.2026.140974,Efficient Solar-to-Hydrogen energy conversion and selective Photo-reforming of P,,
nonOA(需VPN),10.1016/j.fuel.2026.141004,Design and performance analysis of a sulfuric acid decomposer in a sulfur-iodine,,
nonOA(需VPN),10.1016/j.gene.2026.150261,Multi-omics analysis identifies CD48 and ITIH5 as potential diagnostic biomarker,,
nonOA(需VPN),10.1016/j.inffus.2026.104609,Enhanced Fourier-based network for Low-Light image enhancement,,
nonOA(需VPN),10.1016/j.inffus.2026.104623,Bridging the semantic gap in extreme degradation: A cognition-vision synergistic,,
nonOA(需VPN),10.1016/j.ins.2026.123724,Reversible data hiding for medical images using multi-branch CNNs and class-awar,,
nonOA(需VPN),10.1016/j.ins.2026.123892,FMTSE-FS: a hybrid feature selection method of fuzzy-multi-threshold segmentatio,,
nonOA(需VPN),10.1016/j.ins.2026.124022,De novo design of energetic molecules via domain-guided reinforcement learning a,,
nonOA(需VPN),10.1016/j.ipm.2026.105086,GeoAgent-MG-RAG: A multi-agent LLM framework with spatial knowledge graphs for c,,
nonOA(需VPN),10.1016/j.jbspin.2026.106074,Strategies to overcome the full potential of mesenchymal stromal cells (MSCs) fo,,
nonOA(需VPN),10.1016/j.jecp.2026.106604,Offline and online de novo motor skill learning differs in young children and ad,,
nonOA(需VPN),10.1016/j.jep.2026.121886,Gengnianshou formula inhibits estrogen deficiency induced obesity via an HSPA5-a,,
nonOA(需VPN),10.1016/j.jep.2026.121919,Clinacanthus nutans (Burm. f.) Lindau ameliorates type 2 diabetes mellitus by su,,
nonOA(需VPN),10.1016/j.jep.2026.121985,Rexiao Kuining decoction ameliorates ulcerative colitis by restoring immune home,,
nonOA(需VPN),10.1016/j.jep.2026.122062,Multi-omics reveals the effects and mechanisms of Xinxue Granules against idiopa,,
nonOA(需VPN),10.1016/j.jep.2026.122184,Multi-omics reveals the mechanism of Rehmannia glutinosa Libosch. Processed with,,
nonOA(需VPN),10.1016/j.jep.2026.122194,Kunkui Baoshen Granule attenuates diabetic kidney disease via the SIRT3/FOXO3a s,,
nonOA(需VPN),10.1016/j.jep.2026.122216,Integrating multi-omics and network pharmacology in a systems approach: a mechan,,
nonOA(需VPN),10.1016/j.jep.2026.122266,Multi-omics-driven network pharmacology and experimental validation elucidate th,,
nonOA(需VPN),10.1016/j.jfoodeng.2026.113139,Co-modified rice starch by extrusion and GML: multi-level structure,,
nonOA(需VPN),10.1016/j.jfoodeng.2026.113148,Developing radio frequency technology for enhancing the processing characteristi,,
nonOA(需VPN),10.1016/j.jfoodeng.2026.113179,Electrical effect on multi-scale structure and gelatinization properties of rice,,
nonOA(需VPN),10.1016/j.jfoodeng.2026.113182,Light propagation in an intact egg: Combining bulk optical properties measuremen,,
nonOA(需VPN),10.1016/j.jid.2026.06.076,0045 Spatial neuro-immune networks of dorsal root ganglion and skin in an MC903-,,
nonOA(需VPN),10.1016/j.jid.2026.06.144,0113 High-resolution spatial and single-cell atlas of human scalp skin defines c,,
nonOA(需VPN),10.1016/j.jid.2026.06.665,0634 Chronic sun exposure induces localized epigenetic age acceleration in photo,,
nonOA(需VPN),10.1016/j.jid.2026.06.684,0653 Epigenetic drivers of keloid formation: A systematic review,,
nonOA(需VPN),10.1016/j.jid.2026.06.709,0678 Skin commensal yeast attenuates inflammation via AhR-mediated epigenetic re,,
nonOA(需VPN),10.1016/j.jms.2026.112114,Theoretical structural and spectroscopic characterization of HOCH2CP: A phosphor,,
nonOA(需VPN),10.1016/j.jmst.2026.03.017,Co-mediation of oxygen-doping and S-vacancies in CdIn2S4 enables optimal electro,,
nonOA(需VPN),10.1016/j.jmst.2026.04.022,Three-dimensional and multimodal X-ray microscopy for structural materials: Towa,,
nonOA(需VPN),10.1016/j.jmst.2026.04.037,Stress competition mechanism and ultra-clean process optimization of Marangoni d,,
nonOA(需VPN),10.1016/j.jmst.2026.05.006,Robust corrosion inhibition by thiadiazole derivatives for Q235 steel in methane,,
nonOA(需VPN),10.1016/j.jmst.2026.05.019,Excellent creep resistance with synergistic strengthening mechanisms of a lightw,,
nonOA(需VPN),10.1016/j.jmst.2026.05.033,Synergistic effect of local chemical fluctuation and oxygen-induced nanodomains,,
nonOA(需VPN),10.1016/j.jmst.2026.05.039,Upgraded anti-corrosion strategies: Oil meal-based inhibitors for steel in phosp,,
nonOA(需VPN),10.1016/j.jmst.2026.05.040,Bio-based phytic acid-amino acid/OMMT synergistic system for fire safety and per,,
nonOA(需VPN),10.1016/j.jmst.2026.05.042,Superior defect trapping at lattice misfit interfaces in ODS steels under single,,
nonOA(需VPN),10.1016/j.jmst.2026.05.061,Origin of interfacial stress in homoepitaxial GaN grown by Na-flux method,,
nonOA(需VPN),10.1016/j.jmst.2026.05.067,Effects of different tensile stress magnitudes on the in vitro corrosion behavio,,
nonOA(需VPN),10.1016/j.jmst.2026.05.068,Ligand side-chain engineering of amino acid-copper MOF coatings: Tunable morphol,,
nonOA(需VPN),10.1016/j.jmst.2026.05.076,Magnesium-assisted fabrication of platinum single-atom electrocatalysts anchored,,
nonOA(需VPN),10.1016/j.jmst.2026.06.002,Ductility enhancement mechanism of stress-aged Al-Zn-Mg-Cu alloy considering the,,
nonOA(需VPN),10.1016/j.jmst.2026.06.062,Electronic modulation of atomically dispersed Cu single atom nanozyme by boron d,,
nonOA(需VPN),10.1016/j.jmst.2026.06.064,Physics-based electromigration lifetime modeling for low-temperature Sn-Bi-Ag so,,
nonOA(需VPN),10.1016/j.jmst.2026.07.005,Optimizing cathodic protection potential to simultaneously mitigate microbial co,,
nonOA(需VPN),10.1016/j.jmst.2026.07.012,Stress-mediated microstructural evolution for enhancing thermal stability and me,,
nonOA(需VPN),10.1016/j.jmst.2026.07.021,Thermal history and stress redistributions achieving reduced crack susceptibilit,,
nonOA(需VPN),10.1016/j.jmst.2026.07.058,Surface sulfur passivation for unprecedented stability of CdS in photoreforming,,
nonOA(需VPN),10.1016/j.jpba.2026.117584,Study on the correlation between external traits and intrinsic quality of Pseudo,,
nonOA(需VPN),10.1016/j.jpba.2026.117617,Multi-omics analysis reveals mitochondrial dysfunction-driven oxidative stress p,,
nonOA(需VPN),10.1016/j.jphotochem.2026.117357,Unraveling the transport properties of ZnS(en)0.5 hybrid and ZnS/g-C3N4 for the,,
nonOA(需VPN),10.1016/j.jphotochem.2026.117379,A Core structural design strategy for molecular resists based on inhibiting acid,,
nonOA(需VPN),10.1016/j.jphotochem.2026.117408,Carbon-confined CNT@PDA@Fe3O4 water purification catalyst for visible-light-assi,,
nonOA(需VPN),10.1016/j.jphotochem.2026.117415,"Synthesis, mechanical and self-healing properties of light-switchable supramolec",,
nonOA(需VPN),10.1016/j.jphotochem.2026.117475,Degradation of tetracycline hydrochloride with a transition metal free sulfur do,,
nonOA(需VPN),10.1016/j.jphotochem.2026.117520,Dumbbell-shaped CdS@MoS2 S-scheme heterojunction for efficient visible-light pho,,
nonOA(需VPN),10.1016/j.jphotochem.2026.117546,Highly efficient photocatalytic degradation of brilliant green and reactive red,,
nonOA(需VPN),10.1016/j.jphotochem.2026.117569,High-efficient photocatalytic degradation of enrofloxacin by bamboo charcoal sup,,
nonOA(需VPN),10.1016/j.jphotochem.2026.117575,Z-scheme NiCo2S4/CuS nano-disks derived from MOF-199(Cu) for LED light induced p,,
nonOA(需VPN),10.1016/j.jphotochem.2026.117580,Efficient degradation of tetracycline hydrochloride by a visible-light-responsiv,,
nonOA(需VPN),10.1016/j.jphotochem.2026.117582,A theoretical study of ICT-driven dual-anion sensing: Unraveling the mechanism a,,
nonOA(需VPN),10.1016/j.jphotochem.2026.117587,Interfacial Schottky engineering of MoB MBene/MnxCd(1-x)S for accelerated visibl,,
nonOA(需VPN),10.1016/j.jphotochem.2026.117603,Boosting visible-light photocatalytic reduction of Cr(VI) via a Sb2S3/Co9S8 type,,
nonOA(需VPN),10.1016/j.jphotochem.2026.117616,Bi2-xLaTiVO9:xEu3+: A highly thermally stable red phosphor for W-LED and plant g,,
nonOA(需VPN),10.1016/j.jspi.2026.106442,Doubly robust and efficient estimation in a partially linear additive single-ind,,
nonOA(需VPN),10.1016/j.jtice.2026.106822,Organic color converter-enhanced UV-pumped white LEDs for high-bandwidth visible,,
nonOA(需VPN),10.1016/j.landusepol.2026.108137,Unpacking spatially explicit cropland non-agriculturalization in China based on,,
nonOA(需VPN),10.1016/j.mcat.2026.116108,Multi-enzyme cascade strategy for efficient biosynthesis of 5-hydroxypipecolic a,,
nonOA(需VPN),10.1016/j.micres.2026.128618,Integrative multi-omics analysis uncovers the critical role of plant-derived fer,,
nonOA(需VPN),10.1016/j.mssp.2026.110968,Spatial-frequency-resolved roughness evolution in single-crystal silicon CMP tow,,
nonOA(需VPN),10.1016/j.neucom.2026.134054,A brain-inspired SLAM system with multi-scale spatial cell model and visual temp,,
nonOA(需VPN),10.1016/j.neunet.2026.109345,ARetinex-Net: Low-light image enhancement with adaptive retinex model and global,,
nonOA(需VPN),10.1016/j.neunet.2026.109361,MSESTA: Multi-scale evolving spatial-temporal attention for long-term traffic pr,,
nonOA(需VPN),10.1016/j.neunet.2026.109371,PDA-AR: Progressive low-light facial expression recognition via multi-level alig,,
nonOA(需VPN),10.1016/j.neunet.2026.109422,SSL-LODDA: Self-supervised learning for low-light object detection with domain a,,
nonOA(需VPN),10.1016/j.patcog.2026.113433,Multi-modal object tracking with detailed spatial prompt learning,,
nonOA(需VPN),10.1016/j.patcog.2026.113442,FMaMIL: Synergistic spatial-frequency Mamba multi-instance learning for weakly s,,
nonOA(需VPN),10.1016/j.patcog.2026.113925,MrsNet: Multi-scale dual-domain reconstruction with spatial-spectral masked netw,,
nonOA(需VPN),10.1016/j.patcog.2026.113962,Shannon entropy-weighted views and adversarial learning for light field microsco,,
nonOA(需VPN),10.1016/j.patcog.2026.114094,"A single-cell feature selection method based on subspace and minimum redundancy,",,
nonOA(需VPN),10.1016/j.patcog.2026.114139,ACIDNet: Asymmetric Chromaticity-Intensity Decoupling for low-light image enhanc,,
nonOA(需VPN),10.1016/j.patcog.2026.114316,Multi-view masked graph representation learning with semantic alignment for spat,,
nonOA(需VPN),10.1016/j.patcog.2026.114355,HGNet: Hypergraph-coordinated multi-scale spatial dependency-aware fusion for im,,
nonOA(需VPN),"10.1016/j.pbiomolbio.2026.02.004"">10.1016/j.pbiomolbio.2026.02.004</a></p",,,
nonOA(需VPN),10.1016/j.pce.2026.104520,Application of remote sensing for identification of Invasive Plant Species (IPS),,
nonOA(需VPN),10.1016/j.plantsci.2026.113216,Integrated multi-omics reveals divergent salt stress response mechanisms in thre,,
nonOA(需VPN),10.1016/j.plantsci.2026.113243,Mechanical disturbance of trichomes enhances Cd2+ accumulation via malate-mediat,,
nonOA(需VPN),10.1016/j.plantsci.2026.113246,Integrated transcriptomic and metabolomic analyses reveal the involvement of AtG,,
nonOA(需VPN),10.1016/j.plantsci.2026.113264,Avena sativa L. boosts Lolium perenne L. growth through root exudate reprogrammi,,
nonOA(需VPN),10.1016/j.plantsci.2026.113265,miR5810–OsMRLP6 module regulates rice salt tolerance by affecting ROS accumulati,,
nonOA(需VPN),10.1016/j.plantsci.2026.113348,PlantST: Unraveling plant tissue heterogeneity and developmental trajectories vi,,
nonOA(需VPN),10.1016/j.plares.2026.100014,Combined metabolomic and transcriptomic analyses reveal mechanisms of Aspergillu,,
nonOA(需VPN),10.1016/j.pmatsci.2026.101774,Metamaterials for light generation,,
nonOA(需VPN),10.1016/j.pmatsci.2026.101789,Epigenetic-targeted nanomedicine in cancer: from molecular mechanisms to therape,,
nonOA(需VPN),10.1016/j.postharvbio.2026.114448,Multi-omics analysis reveals that preharvest arginine application enhances antio,,
nonOA(需VPN),10.1016/j.postharvbio.2026.114480,MaMYB44/MaIAA regulatory module mediates proanthocyanidin biosynthesis and fruit,,
nonOA(需VPN),10.1016/j.postharvbio.2026.114526,Functional characterization of PsMYC2 involved in cold-induced anthocyanin biosy,,
nonOA(需VPN),10.1016/j.postharvbio.2026.114622,Integrated multi-omics reveals postharvest quality variation and regulatory netw,,
nonOA(需VPN),10.1016/j.radphyschem.2026.114114,Gamma irradiation combined with natural antimicrobials to improve the safety and,,
nonOA(需VPN),10.1016/j.ress.2026.112807,Correlation analysis framework based on spatial traffic characteristics and modi,,
nonOA(需VPN),10.1016/j.ress.2026.112892,Mitigation action-dependent prediction of nuclear plant parameters for severe ac,,
nonOA(需VPN),10.1016/j.ress.2026.112930,Modeling and reliability assessment method for multi-stress accelerated degradat,,
nonOA(需VPN),10.1016/j.ress.2026.112986,Optimal design of step-stress accelerated degradation tests for harmonic reducer,,
nonOA(需VPN),10.1016/j.ress.2026.113120,Seismic fragility of nuclear power plant structure considering raft-pile-soil-st,,
nonOA(需VPN),10.1016/j.ress.2026.113176,Post-disaster recovery of infrastructure system with spatial zonation based on m,,
nonOA(需VPN),10.1016/j.ress.2026.113188,Quantitative impact analysis of environmental factors on frequency of support sy,,
nonOA(需VPN),10.1016/j.ress.2026.113255,Multi-factor coupled risk assessment model for coal mine gas explosions based on,,
nonOA(需VPN),10.1016/j.saa.2026.128216,Micellization-controlled self-assembly of ZnPc(SO₂Cl)₄ in aqueous media: spectro,,
nonOA(需VPN),10.1016/j.saa.2026.128229,Through-space charge transfer enables efficient carbonyl/amine multi-resonance e,,
nonOA(需VPN),10.1016/j.sajb.2026.06.003,Development of an efficient in vitro regeneration protocol using apical bud expl,,
nonOA(需VPN),10.1016/j.sigpro.2026.110730,WaveCD: Physics-guided wavelet cold diffusion for low-light image denoising,,
nonOA(需VPN),10.1016/j.sigpro.2026.110832,EA-NACFE: Edge-aware nonlinear low-light image enhancement via closed-form diffu,,
nonOA(需VPN),10.1016/j.snb.2026.140239,SERS sensor based on metabolic oligosaccharide engineering for detection of glyc,,
nonOA(需VPN),10.1016/j.talanta.2026.130297,CRISPR-responsive hybrid MOF assembling assay for rapid electrochemical detectio,,
nonOA(需VPN),10.1016/j.talanta.2026.130314,Towards selective fluorimetric nanospheres sensor for perfluorooctanoic acid ani,,
nonOA(需VPN),10.1016/j.talanta.2026.130315,Signal-on electrochemiluminescence biosensor for hepatitis B virus DNA based on,,
nonOA(需VPN),10.1016/j.talanta.2026.130319,A microfluidic paper-based device for on-site colorimetric detection of scopolam,,
nonOA(需VPN),10.1016/j.talanta.2026.130324,CRISPR/Cas12a-coupled organic electrochemical transistors for highly sensitive d,,
nonOA(需VPN),10.1016/j.talanta.2026.130328,Sensitive determination of mandelic acid in urine samples by D-μSPE using an H-Z,,
nonOA(需VPN),10.1016/j.talanta.2026.130354,Design of a red-emitting camphor-derived benzothiazole ratiometric fluorescent p,,
nonOA(需VPN),10.1016/j.talanta.2026.130356,Interfacially programmable triblock DNA probes enable highly specific PDGF-BB de,,
nonOA(需VPN),10.1016/j.tbs.2026.101288,Commercial OD flow prediction with multi-feature spatial representation learning,,
nonOA(需VPN),10.1016/j.tice.2026.103535,Integrative multi‑omics and experimental validation reveal that Duhuo Jisheng De,,
nonOA(需VPN),10.1016/j.tice.2026.103587,Mechanistic reprogramming by stem cell-derived extracellular vesicles: From carg,,
nonOA(需VPN),10.1016/j.tice.2026.103741,Dehydrocostus lactone attenuates hyperthyroidism-induced myocardial remodeling a,,
nonOA(需VPN),10.1016/j.tice.2026.103747,Dapagliflozin uncouples the anti-inflammatory and lipogenic effects of pioglitaz,,
nonOA(需VPN),10.1016/j.tice.2026.103753,Salidroside inhibits extracellular matrix deposition and oxidative stress in hum,,
nonOA(需VPN),10.1016/j.tice.2026.103754,Hybrid chitosan sponges biofunctionalized with decellularized porcine bladder ex,,
nonOA(需VPN),10.1016/j.tice.2026.103756,Integrating multi-omics reveals the protective effects of Lycium ruthenicum anth,,
nonOA(需VPN),10.1016/j.tice.2026.103763,Mitigation of cyclophosphamide-induced nephrotoxicity by raspberry ketones throu,,
nonOA(需VPN),10.1016/j.tice.2026.103784,Fenofibrate attenuates cisplatin-induced nephrotoxicity in rats by restoring mit,,
nonOA(需VPN),10.1016/j.tice.2026.103796,Hydroxytyrosol attenuates STZ-induced nephropathy in pinealectomized rats: Assoc,,
nonOA(需VPN),10.1016/j.tice.2026.103800,Radioprotective effects of melatonin on colon epithelium: Role in oxidative stre,,
nonOA(需VPN),10.1016/j.tice.2026.103807,Silymarin mitigates tartrazine-induced fetal nephrotoxicity and oxidative stress,,
nonOA(需VPN),10.1016/j.tice.2026.103830,Prunin attenuates aflatoxin B1-induced testicular toxicity by alleviating oxidat,,
nonOA(需VPN),10.1016/j.tice.2026.103836,Marine algae as a source of bioactive nanofibers: Innovations in tissue repair a,,
nonOA(需VPN),10.1016/j.triboint.2026.112036,Tribological synergy of carboxylic-acid-modified h-BN in polyalphaolefin under d,,
nonOA(需VPN),10.1016/j.triboint.2026.112332,Effect of non-uniform stress distribution on the erosion behavior of multi-phase,,
nonOA(需VPN),10.1016/j.triboint.2026.112466,A stress-intensity-factor-based model for the ductile-to-brittle transition in s,,
nonOA(需VPN),10.1016/j.triboint.2026.112477,A biomass-derived L-proline/glycolic acid deep eutectic solvent for superlubrici,,
nonOA(需VPN),10.1016/j.triboint.2026.112498,"Mechanism of synergistic enhancement in mechanical strength, interfacial adhesio",,
nonOA(需VPN),10.1016/j.ultras.2026.108158,A Modal Synergistic Actuation Multi-Degree-of-Freedom Rotary Piezoelectric Actua,,
nonOA(需VPN),10.1016/j.watres.2026.126655,Capillary fringe microbial hotspots driven by spatial encounters reshape multi-f,,
